"","Original Fragment SMILES","MCSS Match SMILES","Tanimoto Index","Sigma Value","Sigma Meta Value","Sigma Para Value"
"1","Clc1ccc2cccc(*)c2c1","*c1ccc2ccccc2c1","0.769230769230769","0.06","NA","NA"
